data;ticker;score;price;status;valor_justo;dy.
2026-02-07 14:25;KLBN4;2;3.87;AGUARDAR;4.202367689535487;8.77
2026-02-07 14:25;GRND3;6;4.89;NEUTRO;13.785435673516618;34.69
2026-02-07 14:25;BRSR6;4;18.0;COMPRA;30.78656344663764;8.95
2026-02-07 14:25;GOAU4;4;9.86;AGUARDAR;9.865734657841287;4.05
2026-02-07 14:25;CMIG4;4;11.37;AGUARDAR;17.652944000592644;14.54
2026-02-07 14:25;SAPR4;2;8.64;AGUARDAR;11.785920289985958;4.62
2026-02-07 14:25;CXSE3;2;18.26;AGUARDAR;19.564907870903583;7.15
2026-02-07 14:25;FIQE3;6;5.14;NEUTRO;10.18307473318331;15.15
2026-02-07 14:25;KNCR11;6;105.56;NEUTRO;166.61686363636363;13.89
2026-02-07 14:25;XPML11;3;110.45;AGUARDAR;125.38585227272728;9.99
2026-02-07 14:25;BTLG11;3;102.8;AGUARDAR;107.3559090909091;9.19
2026-02-07 14:25;TRXF11;10;93.58;FORTE COMPRA;134.4149090909091;12.64
2026-02-07 14:25;HGLG11;4;157.0;COMPRA;150.04204545454547;8.41
2026-02-07 14:25;GARE11;10;8.61;FORTE COMPRA;11.300624999999998;11.55
2026-02-07 14:25;GGRC11;10;10.0;FORTE COMPRA;13.693181818181818;12.05
2026-02-07 14:25;HGBS11;3;20.05;AGUARDAR;21.14363636363636;9.28
2026-02-07 14:25;CPTS11;10;8.16;FORTE COMPRA;11.683636363636362;12.6
2026-02-07 14:26;KLBN4;2;3.87;AGUARDAR;4.202367689535487;8.77
2026-02-08 14:26;GRND3;6;4.89;NEUTRO;13.785435673516618;34.69
2026-02-08 14:26;BRSR6;4;18.0;COMPRA;30.78656344663764;8.95
2026-02-08 14:26;GOAU4;4;9.86;AGUARDAR;9.865734657841287;4.05
2026-02-08 14:26;CMIG4;4;11.37;AGUARDAR;17.652944000592644;14.54
2026-02-08 14:26;SAPR4;2;8.64;AGUARDAR;11.785920289985958;4.62
2026-02-08 14:26;CXSE3;2;18.26;AGUARDAR;19.564908870903583;7.15
2026-02-08 14:26;FIQE3;6;5.14;NEUTRO;10.18308473318331;15.15
2026-02-08 14:26;KNCR11;6;105.56;NEUTRO;166.61686363636363;13.89
2026-02-08 14:26;XPML11;3;110.45;AGUARDAR;125.38585227272728;9.99
2026-02-08 14:26;BTLG11;3;102.8;AGUARDAR;107.3559090909091;9.19
2026-02-08 14:26;TRXF11;10;93.58;FORTE COMPRA;134.4149090909091;12.64
2026-02-08 14:26;HGLG11;4;157.0;COMPRA;150.04204545454547;8.41
2026-02-08 14:26;GARE11;10;8.61;FORTE COMPRA;11.300624999999998;11.55
2026-02-08 14:26;GGRC11;10;10.0;FORTE COMPRA;13.693181818181818;12.05
2026-02-08 14:26;HGBS11;3;20.05;AGUARDAR;21.14363636363636;9.28
2026-02-08 14:26;CPTS11;10;8.16;FORTE COMPRA;11.683636363636362;12.6
2026-02-08 14:28;KLBN4;2;3.87;AGUARDAR;4.202367689535487;8.77
2026-02-08 14:28;GRND3;6;4.89;NEUTRO;13.785435673516618;34.69
2026-02-08 14:28;BRSR6;4;18.0;COMPRA;30.78656344663764;8.95
2026-02-08 14:28;GOAU4;4;9.86;AGUARDAR;9.865734657841287;4.05
2026-02-08 14:28;CMIG4;4;11.37;AGUARDAR;17.652944000592644;14.54
2026-02-08 14:28;SAPR4;2;8.64;AGUARDAR;11.785920289985958;4.62
2026-02-08 14:28;CXSE3;2;18.26;AGUARDAR;19.564908870903583;7.15
2026-02-08 14:28;FIQE3;6;5.14;NEUTRO;10.18308473318331;15.15
2026-02-08 14:28;KNCR11;6;105.56;NEUTRO;166.61686363636363;13.89
2026-02-08 14:28;XPML11;3;110.45;AGUARDAR;125.38585227272728;9.99
2026-02-08 14:28;BTLG11;3;102.8;AGUARDAR;107.3559090909091;9.19
2026-02-08 14:28;TRXF11;10;93.58;FORTE COMPRA;134.4149090909091;12.64
2026-02-08 14:28;HGLG11;4;157.0;COMPRA;150.04204545454547;8.41
2026-02-08 14:28;GARE11;10;8.61;FORTE COMPRA;11.300624999999998;11.55
2026-02-08 14:28;GGRC11;10;10.0;FORTE COMPRA;13.693181818181818;12.05
2026-02-08 14:28;HGBS11;3;20.05;AGUARDAR;21.14363636363636;9.28
2026-02-08 14:28;CPTS11;10;8.16;FORTE COMPRA;11.683636363636362;12.6
2026-02-08 14:29;KLBN4;2;3.87;AGUARDAR;4.202367689535487;8.77
2026-02-08 14:29;GRND3;6;4.89;NEUTRO;13.785435673516618;34.69
2026-02-08 14:29;BRSR6;4;18.0;COMPRA;30.78656344663764;8.95
2026-02-08 14:29;GOAU4;4;9.86;AGUARDAR;9.865734657841287;4.05
2026-02-08 14:29;CMIG4;4;11.37;AGUARDAR;17.652944000592644;14.54
2026-02-08 14:29;SAPR4;2;8.64;AGUARDAR;11.785920289985958;4.62
2026-02-08 14:29;CXSE3;2;18.26;AGUARDAR;19.564908870903583;7.15
2026-02-08 14:29;FIQE3;6;5.14;NEUTRO;10.18308473318331;15.15
2026-02-08 14:29;KNCR11;6;105.56;NEUTRO;166.61686363636363;13.89
2026-02-08 14:29;XPML11;3;110.45;AGUARDAR;125.38585227272728;9.99
2026-02-08 14:29;BTLG11;3;102.8;AGUARDAR;107.3559090909091;9.19
2026-02-08 14:29;TRXF11;10;93.58;FORTE COMPRA;134.4149090909091;12.64
2026-02-08 14:29;HGLG11;4;157.0;COMPRA;150.04204545454547;8.41
2026-02-08 14:29;GARE11;10;8.61;FORTE COMPRA;11.300624999999998;11.55
2026-02-08 14:29;GGRC11;10;10.0;FORTE COMPRA;13.693181818181818;12.05
2026-02-08 14:29;HGBS11;3;20.05;AGUARDAR;21.14363636363636;9.28
2026-02-08 14:29;CPTS11;10;8.16;FORTE COMPRA;11.683636363636362;12.6
2026-02-08 14:31;KLBN4;2;3.87;AGUARDAR;4.202367689535487;8.77
2026-02-08 14:31;GRND3;6;4.89;NEUTRO;13.785435673516618;34.69
2026-02-08 14:31;BRSR6;4;18.0;COMPRA;30.78656344663764;8.95
2026-02-08 14:31;GOAU4;4;9.86;AGUARDAR;9.865734657841287;4.05
2026-02-08 14:31;CMIG4;4;11.37;AGUARDAR;17.652944000592644;14.54
2026-02-08 14:31;SAPR4;2;8.64;AGUARDAR;11.785920289985958;4.62
2026-02-08 14:31;CXSE3;2;18.26;AGUARDAR;19.564908870903583;7.15
2026-02-08 14:31;FIQE3;6;5.14;NEUTRO;10.18308473318331;15.15
2026-02-08 14:31;KNCR11;6;105.56;NEUTRO;166.61686363636363;13.89
2026-02-08 14:31;XPML11;3;110.45;AGUARDAR;125.38585227272728;9.99
2026-02-08 14:31;BTLG11;3;102.8;AGUARDAR;107.3559090909091;9.19
2026-02-08 14:31;TRXF11;10;93.58;FORTE COMPRA;134.4149090909091;12.64
2026-02-08 14:31;HGLG11;4;157.0;COMPRA;150.04204545454547;8.41
2026-02-08 14:31;GARE11;10;8.61;FORTE COMPRA;11.300624999999998;11.55
2026-02-08 14:31;GGRC11;10;10.0;FORTE COMPRA;13.693181818181818;12.05
2026-02-08 14:31;HGBS11;3;20.05;AGUARDAR;21.14363636363636;9.28
2026-02-08 14:31;CPTS11;10;8.16;FORTE COMPRA;11.683636363636362;12.6
2026-02-08 15:36;KLBN4;2;3.87;AGUARDAR;4.202367689535487;8.77
2026-02-08 15:36;GRND3;6;4.89;NEUTRO;13.785435673516618;34.69
2026-02-08 15:36;BRSR6;4;18.0;COMPRA;30.78656344663764;8.95
2026-02-08 15:36;GOAU4;4;9.86;AGUARDAR;9.865734657841287;4.05
2026-02-08 15:36;CMIG4;4;11.37;AGUARDAR;17.652944000592644;14.54
2026-02-08 15:36;SAPR4;2;8.64;AGUARDAR;11.785920289985958;4.62
2026-02-08 15:36;CXSE3;2;18.26;AGUARDAR;19.564908870903583;7.15
2026-02-08 15:36;FIQE3;6;5.14;NEUTRO;10.18308473318331;15.15
2026-02-08 15:36;KNCR11;6;105.56;NEUTRO;166.61686363636363;13.89
2026-02-08 15:36;XPML11;3;110.45;AGUARDAR;125.38585227272728;9.99
2026-02-08 15:36;BTLG11;3;102.8;AGUARDAR;107.3559090909091;9.19
2026-02-08 15:36;TRXF11;10;93.58;FORTE COMPRA;134.4149090909091;12.64
2026-02-08 15:36;HGLG11;4;157.0;COMPRA;150.04204545454547;8.41
2026-02-08 15:36;GARE11;10;8.61;FORTE COMPRA;11.300624999999998;11.55
2026-02-08 15:36;GGRC11;10;10.0;FORTE COMPRA;13.693181818181818;12.05
2026-02-08 15:36;HGBS11;3;20.05;AGUARDAR;21.14363636363636;9.28
2026-02-08 15:36;CPTS11;10;8.16;FORTE COMPRA;11.683636363636362;12.6
2026-02-08 15:38;KLBN4;2;3.87;AGUARDAR;4.202367689535487;8.77
2026-02-08 15:38;GRND3;6;4.89;NEUTRO;13.785435673516618;34.69
2026-02-08 15:38;BRSR6;4;18.0;COMPRA;30.78656344663764;8.95
2026-02-08 15:38;GOAU4;4;9.86;AGUARDAR;9.865734657841287;4.05
2026-02-08 15:38;CMIG4;4;11.37;AGUARDAR;17.652944000592644;14.54
2026-02-08 15:38;SAPR4;2;8.64;AGUARDAR;11.785920289985958;4.62
2026-02-08 15:38;CXSE3;2;18.26;AGUARDAR;19.564908870903583;7.15
2026-02-08 15:38;FIQE3;6;5.14;NEUTRO;10.18308473318331;15.15
2026-02-08 15:38;KNCR11;6;105.56;NEUTRO;166.61686363636363;13.89
2026-02-08 15:38;XPML11;3;110.45;AGUARDAR;125.38585227272728;9.99
2026-02-08 15:38;BTLG11;3;102.8;AGUARDAR;107.3559090909091;9.19
2026-02-08 15:38;TRXF11;10;93.58;FORTE COMPRA;134.4149090909091;12.64
2026-02-08 15:38;HGLG11;4;157.0;COMPRA;150.04204545454547;8.41
2026-02-08 15:38;GARE11;10;8.61;FORTE COMPRA;11.300624999999998;11.55
2026-02-08 15:38;GGRC11;10;10.0;FORTE COMPRA;13.693181818181818;12.05
2026-02-08 15:38;HGBS11;3;20.05;AGUARDAR;21.14363636363636;9.28
2026-02-08 15:38;CPTS11;10;8.16;FORTE COMPRA;11.683636363636362;12.6
2026-02-08 15:42;KLBN4;2;3.87;AGUARDAR;4.202367689535487;8.77
2026-02-08 15:42;GRND3;6;4.89;NEUTRO;13.785435673516618;34.69
2026-02-08 15:42;BRSR6;4;18.0;COMPRA;30.78656344663764;8.95
2026-02-08 15:42;GOAU4;4;9.86;AGUARDAR;9.865734657841287;4.05
2026-02-08 15:42;CMIG4;4;11.37;AGUARDAR;17.652944000592644;14.54
2026-02-08 15:42;SAPR4;2;8.64;AGUARDAR;11.785920289985958;4.62
2026-02-08 15:42;CXSE3;2;18.26;AGUARDAR;19.564908870903583;7.15
2026-02-08 15:42;FIQE3;6;5.14;NEUTRO;10.18308473318331;15.15
2026-02-08 15:42;KNCR11;6;105.56;NEUTRO;166.61686363636363;13.89
2026-02-08 15:42;XPML11;3;110.45;AGUARDAR;125.38585227272728;9.99
2026-02-08 15:42;BTLG11;3;102.8;AGUARDAR;107.3559090909091;9.19
2026-02-08 15:42;TRXF11;10;93.58;FORTE COMPRA;134.4149090909091;12.64
2026-02-08 15:42;HGLG11;4;157.0;COMPRA;150.04204545454547;8.41
2026-02-08 15:42;GARE11;10;8.61;FORTE COMPRA;11.300624999999998;11.55
2026-02-08 15:42;GGRC11;10;10.0;FORTE COMPRA;13.693181818181818;12.05
2026-02-08 15:42;HGBS11;3;20.05;AGUARDAR;21.14363636363636;9.28
2026-02-08 15:42;CPTS11;10;8.16;FORTE COMPRA;11.683636363636362;12.6
2026-02-08 15:44;KLBN4;2;3.87;AGUARDAR;4.202367689535486;8.77
2026-02-08 15:44;GRND3;6;4.89;NEUTRO;13.785435673516616;34.69
2026-02-08 15:44;BRSR6;4;18.0;COMPRA;30.786563446637633;8.95
2026-02-08 15:44;GOAU4;4;9.86;AGUARDAR;9.865734657841287;4.05
2026-02-08 15:44;CMIG4;4;11.37;AGUARDAR;17.652944000592644;14.54
2026-02-08 15:44;SAPR4;2;8.64;AGUARDAR;11.785920289985958;4.62
2026-02-08 15:44;CXSE3;2;18.26;AGUARDAR;19.564908870903583;7.15
2026-02-08 15:44;FIQE3;6;5.14;NEUTRO;10.183084733183309;15.15
2026-02-08 15:44;KNCR11;6;105.56;NEUTRO;166.61686363636363;13.89
2026-02-08 15:44;XPML11;3;110.45;AGUARDAR;125.38585227272728;9.99
2026-02-08 15:44;BTLG11;3;102.8;AGUARDAR;107.3559090909091;9.19
2026-02-08 15:44;TRXF11;10;93.58;FORTE COMPRA;134.4149090909091;12.64
2026-02-08 15:44;HGLG11;4;157.0;COMPRA;150.04204545454547;8.41
2026-02-08 15:44;GARE11;10;8.61;FORTE COMPRA;11.300624999999998;11.55
2026-02-08 15:44;GGRC11;10;10.0;FORTE COMPRA;13.693181818181818;12.05
2026-02-08 15:44;HGBS11;3;20.05;AGUARDAR;21.14363636363636;9.28
2026-02-08 15:44;CPTS11;10;8.16;FORTE COMPRA;11.683636363636362;12.6
2026-02-08 15:46;KLBN4;2;3.87;AGUARDAR;4.202367689535486;8.77
2026-02-08 15:46;GRND3;6;4.89;NEUTRO;13.785435673516616;34.69
2026-02-08 15:46;BRSR6;4;18.0;COMPRA;30.786563446637633;8.95
2026-02-08 15:46;GOAU4;4;9.86;AGUARDAR;9.865734657841287;4.05
2026-02-08 15:46;CMIG4;4;11.37;AGUARDAR;17.652944000592644;14.54
2026-02-08 15:46;SAPR4;2;8.64;AGUARDAR;11.785920289985958;4.62
2026-02-08 15:46;CXSE3;2;18.26;AGUARDAR;19.564908870903583;7.15
2026-02-08 15:46;FIQE3;6;5.14;NEUTRO;10.183084733183309;15.15
2026-02-08 15:46;KNCR11;6;105.56;NEUTRO;166.61686363636363;13.89
2026-02-08 15:46;XPML11;3;110.45;AGUARDAR;125.38585227272728;9.99
2026-02-08 15:46;BTLG11;3;102.8;AGUARDAR;107.3559090909091;9.19
2026-02-08 15:46;TRXF11;10;93.58;FORTE COMPRA;134.4149090909091;12.64
2026-02-08 15:46;HGLG11;4;157.0;COMPRA;150.04204545454547;8.41
2026-02-08 15:46;GARE11;10;8.61;FORTE COMPRA;11.300624999999998;11.55
2026-02-08 15:46;GGRC11;10;10.0;FORTE COMPRA;13.693181818181818;12.05
2026-02-08 15:46;HGBS11;3;20.05;AGUARDAR;21.14363636363636;9.28
2026-02-08 15:46;CPTS11;10;8.16;FORTE COMPRA;11.683636363636362;12.6
2026-02-08 15:50;KLBN4;2;3.87;AGUARDAR;4.202367689535486;8.77
2026-02-08 15:50;GRND3;6;4.89;NEUTRO;13.785435673516616;34.69
2026-02-08 15:50;BRSR6;4;18.0;COMPRA;30.786563446637633;8.95
2026-02-08 15:50;GOAU4;4;9.86;AGUARDAR;9.865734657841287;4.05
2026-02-08 15:50;CMIG4;4;11.37;AGUARDAR;17.652944000592644;14.54
2026-02-08 15:50;SAPR4;2;8.64;AGUARDAR;11.785920289985958;4.62
2026-02-08 15:50;CXSE3;2;18.26;AGUARDAR;19.564908870903583;7.15
2026-02-08 15:50;FIQE3;6;5.14;NEUTRO;10.183084733183309;15.15
2026-02-08 15:50;KNCR11;6;105.56;NEUTRO;166.61686363636363;13.89
2026-02-08 15:50;XPML11;3;110.45;AGUARDAR;125.38585227272728;9.99
2026-02-08 15:50;BTLG11;3;102.8;AGUARDAR;107.3559090909091;9.19
2026-02-08 15:50;TRXF11;10;93.58;FORTE COMPRA;134.4149090909091;12.64
2026-02-08 15:50;HGLG11;4;157.0;COMPRA;150.04204545454547;8.41
2026-02-08 15:50;GARE11;10;8.61;FORTE COMPRA;11.300624999999998;11.55
2026-02-08 15:50;GGRC11;10;10.0;FORTE COMPRA;13.693181818181818;12.05
2026-02-08 15:50;HGBS11;3;20.05;AGUARDAR;21.14363636363636;9.28
2026-02-08 15:50;CPTS11;10;8.16;FORTE COMPRA;11.683636363636362;12.6
2026-02-08 15:58;KLBN4;2;3.87;AGUARDAR;3.785464857829689;8.77
2026-02-08 15:58;GRND3;6;4.89;NEUTRO;12.076914545905094;34.69
2026-02-08 15:58;BRSR6;4;18.0;COMPRA;27.043517298010865;8.95
2026-02-08 15:58;GOAU4;4;9.86;AGUARDAR;8.554996247501771;4.05
2026-02-08 15:58;CMIG4;4;11.37;AGUARDAR;14.650644796315692;14.54
2026-02-08 15:58;SAPR4;2;8.64;AGUARDAR;12.815927232461073;4.62
2026-02-08 15:58;CXSE3;2;18.26;AGUARDAR;23.548923251289512;7.15
2026-02-08 15:58;FIQE3;6;5.14;NEUTRO;12.143124911330158;15.15
2026-02-08 15:58;KNCR11;6;105.56;NEUTRO;159.5601494117647;13.89
2026-02-08 15:58;XPML11;3;110.45;AGUARDAR;120.07539264705882;9.99
2026-02-08 15:58;BTLG11;3;102.8;AGUARDAR;102.80907058823527;9.19
2026-02-08 15:58;TRXF11;10;93.58;FORTE COMPRA;128.72204235294117;12.64
2026-02-08 15:58;HGLG11;4;157.0;AGUARDAR;143.68732352941177;8.41
2026-02-08 15:58;GARE11;10;8.61;FORTE COMPRA;10.822010294117646;11.55
2026-02-08 15:58;GGRC11;10;10.0;FORTE COMPRA;13.113235294117647;12.05
2026-02-08 15:58;HGBS11;3;20.05;AGUARDAR;20.248141176470583;9.28
2026-02-08 15:58;CPTS11;10;8.16;FORTE COMPRA;11.188799999999999;12.6
2026-02-08 16:17;KLBN4;2;3.87;AGUARDAR;3.785464857829689;8.77
2026-02-08 16:17;GRND3;6;4.89;NEUTRO;12.076914545905094;34.69
2026-02-08 16:17;BRSR6;4;18.0;COMPRA;27.043517298010865;8.95
2026-02-08 16:17;GOAU4;4;9.86;AGUARDAR;8.554996247501771;4.05
2026-02-08 16:17;CMIG4;4;11.37;AGUARDAR;14.650644796315692;14.54
2026-02-08 16:17;SAPR4;2;8.64;AGUARDAR;12.815927232461073;4.62
2026-02-08 16:17;CXSE3;2;18.26;AGUARDAR;23.548923251289512;7.15
